21:35:46.884 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper ---- Neither @ContextConfiguration nor @ContextHierarchy found for test class [net.engineeringdigest.journalApp.service.EmailServiceTests], using SpringBootContextLoader 
21:35:49.167 [cluster-ClusterId{value='6787dcdd11221a7ea2214d8e', description='null'}-srv-cluster0.1f2ay.mongodb.net] INFO  org.mongodb.driver.cluster ---- Adding discovered server cluster0-shard-00-01.1f2ay.mongodb.net:27017 to client view of cluster 
21:35:49.183 [cluster-ClusterId{value='6787dcdd11221a7ea2214d8e', description='null'}-srv-cluster0.1f2ay.mongodb.net] INFO  org.mongodb.driver.cluster ---- Adding discovered server cluster0-shard-00-00.1f2ay.mongodb.net:27017 to client view of cluster 
21:35:49.189 [cluster-ClusterId{value='6787dcdd11221a7ea2214d8e', description='null'}-srv-cluster0.1f2ay.mongodb.net] INFO  org.mongodb.driver.cluster ---- Adding discovered server cluster0-shard-00-02.1f2ay.mongodb.net:27017 to client view of cluster 
21:35:49.251 [main] INFO  org.mongodb.driver.cluster ---- No server chosen by com.mongodb.client.internal.MongoClientDelegate$1@6f6cc7da from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=cluster0-shard-00-01.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=cluster0-shard-00-00.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=cluster0-shard-00-02.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out 
21:35:49.868 [cluster-ClusterId{value='6787dcdd11221a7ea2214d8e', description='null'}-cluster0-shard-00-01.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:2, serverValue:7112}] to cluster0-shard-00-01.1f2ay.mongodb.net:27017 
21:35:49.868 [cluster-rtt-ClusterId{value='6787dcdd11221a7ea2214d8e', description='null'}-cluster0-shard-00-01.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:4, serverValue:7112}] to cluster0-shard-00-01.1f2ay.mongodb.net:27017 
21:35:49.868 [cluster-rtt-ClusterId{value='6787dcdd11221a7ea2214d8e', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:5, serverValue:8560}] to cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:35:49.868 [cluster-rtt-ClusterId{value='6787dcdd11221a7ea2214d8e', description='null'}-cluster0-shard-00-00.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:1, serverValue:7430}] to cluster0-shard-00-00.1f2ay.mongodb.net:27017 
21:35:49.868 [cluster-ClusterId{value='6787dcdd11221a7ea2214d8e', description='null'}-cluster0-shard-00-01.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-01.1f2ay.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=308599177, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-01.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=158, topologyVersion=TopologyVersion{processId=67879ba904c1face10ab0d14, counter=3}, lastWriteDate=Wed Jan 15 21:35:49 IST 2025, lastUpdateTimeNanos=2856932885605} 
21:35:49.875 [main] INFO  org.mongodb.driver.cluster ---- No server chosen by WritableServerSelector from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=cluster0-shard-00-01.1f2ay.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=308599177, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-01.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=158, topologyVersion=TopologyVersion{processId=67879ba904c1face10ab0d14, counter=3}, lastWriteDate=Wed Jan 15 21:35:49 IST 2025, lastUpdateTimeNanos=2856932885605}, ServerDescription{address=cluster0-shard-00-00.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=cluster0-shard-00-02.1f2ay.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out 
21:35:49.897 [cluster-ClusterId{value='6787dcdd11221a7ea2214d8e', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:6, serverValue:8607}] to cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:35:49.897 [cluster-ClusterId{value='6787dcdd11221a7ea2214d8e', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-02.1f2ay.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=342733197, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-02.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000094, setVersion=158, topologyVersion=TopologyVersion{processId=67879979095d203fe7426cff, counter=6}, lastWriteDate=Wed Jan 15 21:35:49 IST 2025, lastUpdateTimeNanos=2856962053292} 
21:35:49.898 [cluster-ClusterId{value='6787dcdd11221a7ea2214d8e', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Setting max election id to 7fffffff0000000000000094 from replica set primary cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:35:49.899 [cluster-ClusterId{value='6787dcdd11221a7ea2214d8e', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Setting max set version to 158 from replica set primary cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:35:49.899 [cluster-ClusterId{value='6787dcdd11221a7ea2214d8e', description='null'}-cluster0-shard-00-02.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Discovered replica set primary cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:35:49.915 [cluster-ClusterId{value='6787dcdd11221a7ea2214d8e', description='null'}-cluster0-shard-00-00.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:3, serverValue:7430}] to cluster0-shard-00-00.1f2ay.mongodb.net:27017 
21:35:49.915 [cluster-ClusterId{value='6787dcdd11221a7ea2214d8e', description='null'}-cluster0-shard-00-00.1f2ay.mongodb.net:27017] INFO  org.mongodb.driver.cluster ---- Monitor thread successfully connected to server with description ServerDescription{address=cluster0-shard-00-00.1f2ay.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=365351125, setName='atlas-buobii-shard-0', canonicalAddress=cluster0-shard-00-00.1f2ay.mongodb.net:27017, hosts=[cluster0-shard-00-02.1f2ay.mongodb.net:27017, cluster0-shard-00-00.1f2ay.mongodb.net:27017, cluster0-shard-00-01.1f2ay.mongodb.net:27017], passives=[], arbiters=[], primary='cluster0-shard-00-02.1f2ay.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=158, topologyVersion=TopologyVersion{processId=67879a4ebbcf30761153ca5e, counter=4}, lastWriteDate=Wed Jan 15 21:35:49 IST 2025, lastUpdateTimeNanos=2856979798085} 
21:35:50.196 [main] INFO  org.mongodb.driver.connection ---- Opened connection [connectionId{localValue:7, serverValue:8452}] to cluster0-shard-00-02.1f2ay.mongodb.net:27017 
21:35:50.711 [main] INFO  o.s.s.web.DefaultSecurityFilterChain ---- Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@4276ad40, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6e5f5478, org.springframework.security.web.context.SecurityContextPersistenceFilter@5dc7841c, org.springframework.security.web.header.HeaderWriterFilter@20b54cfe, org.springframework.security.web.authentication.logout.LogoutFilter@53f7a906, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@27afbf14, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@600bbf9e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@71dd4624, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5fb07347, org.springframework.security.web.session.SessionManagementFilter@56e5c8fb, org.springframework.security.web.access.ExceptionTranslationFilter@5d7f1e59, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@645dc557] 
21:35:51.118 [main] INFO  n.e.j.service.EmailServiceTests ---- Started EmailServiceTests in 4.094 seconds (JVM running for 4.797) 
